Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR9169517,2019-06-05 16:31:27,2019-05-31 20:03:57,471898,56627760,0,120,30,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9169517/SRR9169517.1,SRX5943874,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4856104,SAMN11916200,simple,10090,Mus musculus,GSM3838405,,,,,,,no,,,,,GEO,SRA892854,,public,588E9ACCA414ED849C54204876B87634,BF6CDC7BC91D7261BBEF3F926500ACBA
SRR9169518,2019-06-05 16:31:27,2019-05-31 20:04:45,637033,76443960,0,120,41,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9169518/SRR9169518.1,SRX5943875,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4856105,SAMN11916199,simple,10090,Mus musculus,GSM3838406,,,,,,,no,,,,,GEO,SRA892854,,public,C39020B8396CD56FC8204C361FA1D83B,434FEE7481E7C217F2CB3E065089E64E
SRR9169519,2019-06-05 16:31:27,2019-05-31 19:59:28,99,11880,0,120,0,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/008954/SRR9169519,SRX5943876,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4856106,SAMN11916198,simple,10090,Mus musculus,GSM3838407,,,,,,,no,,,,,GEO,SRA892854,,public,97A63EED1E84215A9EC2387EF3C2A79F,223044B848822428B269F50039E51CDA
SRR9169520,2019-06-05 16:31:27,2019-05-31 20:06:10,671104,80532480,0,120,43,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/008954/SRR9169520,SRX5943877,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4856107,SAMN11916197,simple,10090,Mus musculus,GSM3838408,,,,,,,no,,,,,GEO,SRA892854,,public,4F88FA51F36430A95ECBD2D1744C5F97,7DFED45CABD4F53200560F2EDECF5C56
SRR9169521,2019-06-05 16:31:27,2019-05-31 20:05:13,602124,72254880,0,120,39,,https://sra-download.ncbi.nlm.nih.gov/traces/sra54/SRR/008954/SRR9169521,SRX5943878,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4856108,SAMN11916196,simple,10090,Mus musculus,GSM3838409,,,,,,,no,,,,,GEO,SRA892854,,public,C5BE166F953888EE1F181D7DEE3B29FF,CC3357344AEB43C01E3FBE15078035C4
SRR9168815,2019-06-05 16:31:28,2019-05-31 20:29:43,675764,81091680,0,120,44,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/008953/SRR9168815,SRX5943879,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854721,SAMN11914511,simple,10090,Mus musculus,GSM3838746,,,,,,,no,,,,,GEO,SRA892854,,public,57BC629A280660EFE1F4030DCF640638,B89B3CA76DEDC33E4838430C82D7A82A
SRR9168816,2019-06-05 16:31:28,2019-05-31 20:32:32,907975,108957000,0,120,59,,https://sra-download.ncbi.nlm.nih.gov/traces/sra34/SRR/008953/SRR9168816,SRX5943880,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854722,SAMN11914510,simple,10090,Mus musculus,GSM3838747,,,,,,,no,,,,,GEO,SRA892854,,public,D82D2E2CACF486B079BFA3534C947369,452FC4BF14CD28134DEE7588DFD32D88
SRR9168817,2019-06-05 16:31:28,2019-05-31 20:30:25,721616,86593920,0,120,47,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9168817/SRR9168817.1,SRX5943881,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854723,SAMN11915638,simple,10090,Mus musculus,GSM3838748,,,,,,,no,,,,,GEO,SRA892854,,public,533E1C101BA00DC27CE7DE801E8DC003,9881CD497294609B451E18ACB985B204
SRR9168818,2019-06-05 16:31:28,2019-05-31 20:30:12,858199,102983880,0,120,56,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9168818/SRR9168818.1,SRX5943882,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854724,SAMN11915611,simple,10090,Mus musculus,GSM3838749,,,,,,,no,,,,,GEO,SRA892854,,public,098C89824D1D6605CC9FF7D13834D4A8,2A81A22E6A6D701D25D54522699EA906
SRR9168819,2019-06-05 16:31:28,2019-05-31 20:29:20,671653,80598360,0,120,43,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/008953/SRR9168819,SRX5943883,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854725,SAMN11915610,simple,10090,Mus musculus,GSM3838750,,,,,,,no,,,,,GEO,SRA892854,,public,6EED9D9CD8D6B55029BF63B864292D8A,6007E70936B5FCE854E9DF89F8976967
SRR9168820,2019-06-05 16:31:28,2019-05-31 20:31:04,735751,88290120,0,120,48,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/008953/SRR9168820,SRX5943884,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854726,SAMN11914509,simple,10090,Mus musculus,GSM3838751,,,,,,,no,,,,,GEO,SRA892854,,public,7ECD554D8D604BE640680C238014A89B,4899EC891063FE59F5729EE2193218C2
SRR9168821,2019-06-05 16:31:28,2019-05-31 20:30:50,688298,82595760,0,120,45,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/008953/SRR9168821,SRX5943885,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854727,SAMN11915609,simple,10090,Mus musculus,GSM3838752,,,,,,,no,,,,,GEO,SRA892854,,public,FF06E5C02DA64236B12E83D7DFEE095A,7D029886C28F85BEA41ACED0F838A7EA
SRR9168822,2019-06-05 16:31:28,2019-05-31 20:30:42,826641,99196920,0,120,54,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/008953/SRR9168822,SRX5943886,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854728,SAMN11915608,simple,10090,Mus musculus,GSM3838753,,,,,,,no,,,,,GEO,SRA892854,,public,099EE0DD29E98D9BFD6CD145A5F6F4BC,9DB6B682A4F9A968A02E13B62B1481A1
SRR9168823,2019-06-05 16:31:28,2019-05-31 20:28:31,261715,31405800,0,120,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9168823/SRR9168823.1,SRX5943887,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854729,SAMN11915607,simple,10090,Mus musculus,GSM3838754,,,,,,,no,,,,,GEO,SRA892854,,public,B8E27F7DA15D4F5E6AFC3E79E414E56A,813C6446E6C42C4DC49697DA8D6B551C
SRR9168824,2019-06-05 16:31:28,2019-05-31 20:28:32,375320,45038400,0,120,25,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/008953/SRR9168824,SRX5943888,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854730,SAMN11915606,simple,10090,Mus musculus,GSM3838755,,,,,,,no,,,,,GEO,SRA892854,,public,576F60A569BA18D73DA825F9E3FCBB53,69A42DAAEE4636880F886DA56C3DDE4A
SRR9168825,2019-06-05 16:31:28,2019-05-31 20:29:30,638961,76675320,0,120,41,,https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/008953/SRR9168825,SRX5943889,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854731,SAMN11915605,simple,10090,Mus musculus,GSM3838756,,,,,,,no,,,,,GEO,SRA892854,,public,809BD18C756DACEA0E2B10B92EF93CEB,96B9AEEEE639F7F8CADD44F5333E56D2
SRR9168826,2019-06-05 16:31:28,2019-05-31 20:31:43,694938,83392560,0,120,45,,https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/008953/SRR9168826,SRX5943890,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854732,SAMN11915604,simple,10090,Mus musculus,GSM3838757,,,,,,,no,,,,,GEO,SRA892854,,public,D299F0A86D741BC65029F6044268DA15,DF6FD38935488763D1DCC69917796138
SRR9169627,2019-06-05 16:31:23,2019-05-31 16:18:13,909403,109128360,0,120,62,,https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/008954/SRR9169627,SRX5943710,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854593,SAMN11914229,simple,9606,Homo sapiens,GSM3835986,,,,,,,no,,,,,GEO,SRA892854,,public,77AC07E78795A47CE43DE5ECB478115B,FFF808071CE613322D1CC36916ABEA34
SRR9169628,2019-06-05 16:31:23,2019-05-31 16:15:47,526689,63202680,0,120,36,,https://sra-download.ncbi.nlm.nih.gov/traces/sra34/SRR/008954/SRR9169628,SRX5943711,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854594,SAMN11914228,simple,9606,Homo sapiens,GSM3835987,,,,,,,no,,,,,GEO,SRA892854,,public,97ACA1748FF6A8C4FD05DC3D5E8AB409,FF263817F3822D0C5CD3E41C335AEC1B
SRR9169629,2019-06-05 16:31:23,2019-05-31 16:18:51,797818,95738160,0,120,54,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/008954/SRR9169629,SRX5943712,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854595,SAMN11914227,simple,9606,Homo sapiens,GSM3835988,,,,,,,no,,,,,GEO,SRA892854,,public,03374E55C730CDE78B24CC8A4AAAEEC6,9EC7074346C50E0C80D708928282BCC5
SRR9169630,2019-06-05 16:31:23,2019-05-31 16:16:09,809231,97107720,0,120,55,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/008954/SRR9169630,SRX5943713,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854596,SAMN11914224,simple,9606,Homo sapiens,GSM3835989,,,,,,,no,,,,,GEO,SRA892854,,public,DC720599C8744D1B7119299F87E688B4,E1701CABAF95CDC69FA85DD46FCEBF2A
SRR9169631,2019-06-05 16:31:23,2019-05-31 16:20:07,1004935,120592200,0,120,68,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/008954/SRR9169631,SRX5943714,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854597,SAMN11913734,simple,9606,Homo sapiens,GSM3835990,,,,,,,no,,,,,GEO,SRA892854,,public,42E82D1BB75B2FD5C3FCEB48E6086FED,670D399A42363109DB6F0BB96BE0F67E
SRR9169848,2019-06-05 16:31:23,2019-05-31 16:19:32,858428,103011360,0,120,58,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9169848/SRR9169848.1,SRX5943715,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854598,SAMN11913733,simple,9606,Homo sapiens,GSM3835991,,,,,,,no,,,,,GEO,SRA892854,,public,2933EA23B42C0556146BD87881873ABC,EDFB244E916ECB4D46C453008597E39F
SRR9169849,2019-06-05 16:31:23,2019-05-31 16:17:52,573502,68820240,0,120,39,,https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/008954/SRR9169849,SRX5943716,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854599,SAMN11914226,simple,9606,Homo sapiens,GSM3835992,,,,,,,no,,,,,GEO,SRA892854,,public,F07AAA51C38BD562F6C70A8BBD738F5C,7564A321AC9D5532C8376CBE40256DC7
SRR9169850,2019-06-05 16:31:23,2019-05-31 16:20:34,830230,99627600,0,120,57,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9169850/SRR9169850.1,SRX5943717,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854600,SAMN11914225,simple,9606,Homo sapiens,GSM3835993,,,,,,,no,,,,,GEO,SRA892854,,public,2CB8947E9F88369225C9E51F976607B2,2509237341EDFEAF29DDCF479B6CCF1B
SRR9169851,2019-06-05 16:31:23,2019-05-31 16:22:23,1042726,125127120,0,120,71,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9169851/SRR9169851.1,SRX5943718,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854601,SAMN11913732,simple,9606,Homo sapiens,GSM3835994,,,,,,,no,,,,,GEO,SRA892854,,public,F41496390AD6CE186E121C7193B5FFBA,A244AB48E54C47D18A8C066704A45D26
SRR9169852,2019-06-05 16:31:23,2019-05-31 16:21:11,856234,102748080,0,120,58,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9169852/SRR9169852.1,SRX5943719,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854602,SAMN11913731,simple,9606,Homo sapiens,GSM3835995,,,,,,,no,,,,,GEO,SRA892854,,public,071813C06D96703BCF19EE8F7F112F5D,9A333B7B46243AC4353D8A2B3187377B
SRR9169853,2019-06-05 16:31:23,2019-05-31 16:19:55,951382,114165840,0,120,65,,https://sra-download.ncbi.nlm.nih.gov/traces/sra34/SRR/008954/SRR9169853,SRX5943720,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854603,SAMN11913730,simple,9606,Homo sapiens,GSM3835996,,,,,,,no,,,,,GEO,SRA892854,,public,6518116695BD6351727B4034928ED1AB,C55B1B0B706544CB6929F54D7C8104EC
SRR9169854,2019-06-05 16:31:23,2019-05-31 16:18:27,878487,105418440,0,120,60,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9169854/SRR9169854.1,SRX5943721,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854604,SAMN11913729,simple,9606,Homo sapiens,GSM3835997,,,,,,,no,,,,,GEO,SRA892854,,public,0F0D9563FE338C0453CA572C87865DA4,61E96C4BC9341C1D75850B0B0C9308CB
SRR9169855,2019-06-05 16:31:23,2019-05-31 16:18:59,979017,117482040,0,120,67,,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/008954/SRR9169855,SRX5943722,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854605,SAMN11913728,simple,9606,Homo sapiens,GSM3835998,,,,,,,no,,,,,GEO,SRA892854,,public,762FD6715223C0F870B0406C97DC9B04,DE6C2C602BA238C32DD748A97E89F793
SRR9169856,2019-06-05 16:31:23,2019-05-31 16:18:39,901598,108191760,0,120,62,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/008954/SRR9169856,SRX5943723,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854606,SAMN11913727,simple,9606,Homo sapiens,GSM3835999,,,,,,,no,,,,,GEO,SRA892854,,public,311742F74C27747CD50E96F4CAD88628,F1ADD5889CFA89BA43D2BB150E06F040
SRR9169857,2019-06-05 16:31:24,2019-05-31 16:21:17,853064,102367680,0,120,58,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/008954/SRR9169857,SRX5943724,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854608,SAMN11913726,simple,9606,Homo sapiens,GSM3836000,,,,,,,no,,,,,GEO,SRA892854,,public,9BF7C00B588F405D3A95139718782E26,36F1097249466AECB8C2B3C8D82E0227
SRR9169858,2019-06-05 16:31:24,2019-05-31 16:25:04,1088767,130652040,0,120,75,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/008954/SRR9169858,SRX5943725,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854607,SAMN11913725,simple,9606,Homo sapiens,GSM3836001,,,,,,,no,,,,,GEO,SRA892854,,public,4F62253E93E691A1DA1B6FC293F6E345,8D67F27ED8F0C69A42EE17E4D22C1F05
SRR9169859,2019-06-05 16:31:24,2019-05-31 16:23:26,1007938,120952560,0,120,69,,https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/008954/SRR9169859,SRX5943726,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854609,SAMN11913724,simple,9606,Homo sapiens,GSM3836002,,,,,,,no,,,,,GEO,SRA892854,,public,F283055766ED2B7EB8D5BCC04A907077,BE9C4615D99D0320CCC2DBC6AE8CA261
SRR9169860,2019-06-05 16:31:24,2019-05-31 16:19:42,902932,108351840,0,120,62,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9169860/SRR9169860.1,SRX5943727,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854610,SAMN11913723,simple,9606,Homo sapiens,GSM3836003,,,,,,,no,,,,,GEO,SRA892854,,public,239794A0752E8C3EB7AF93DF8B75F853,E6BAAF86842BF8AA39C81C65B61384A1
SRR9169861,2019-06-05 16:31:24,2019-05-31 16:21:17,944040,113284800,0,120,65,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/008954/SRR9169861,SRX5943728,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854611,SAMN11913722,simple,9606,Homo sapiens,GSM3836004,,,,,,,no,,,,,GEO,SRA892854,,public,5B9AB12661044832AB9384D6F2D8CA69,54D0B9D30A4D0FAF1FFE34DF53D43991
SRR9169862,2019-06-05 16:31:24,2019-05-31 16:22:52,1029139,123496680,0,120,70,,https://sra-download.ncbi.nlm.nih.gov/traces/sra54/SRR/008954/SRR9169862,SRX5943729,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854612,SAMN11913721,simple,9606,Homo sapiens,GSM3836005,,,,,,,no,,,,,GEO,SRA892854,,public,182EFCB3F07EA249D3AF7E05FCC92B31,620DAEEF02BD42F1497C1544D187A7D6
SRR9169863,2019-06-05 16:31:24,2019-05-31 16:17:54,493731,59247720,0,120,34,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/008954/SRR9169863,SRX5943730,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854613,SAMN11913720,simple,9606,Homo sapiens,GSM3836006,,,,,,,no,,,,,GEO,SRA892854,,public,F8F79F0023FB83761A8051028D320382,1F87B1344F21653FEF86858C93347AD0
SRR9169864,2019-06-05 16:31:24,2019-05-31 16:21:57,855799,102695880,0,120,59,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/008954/SRR9169864,SRX5943731,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854614,SAMN11913719,simple,9606,Homo sapiens,GSM3836007,,,,,,,no,,,,,GEO,SRA892854,,public,E6F45CDB0E06432141AF157B9F976BFF,46EE578F1F06319D85220FA29E740376
SRR9169865,2019-06-05 16:31:24,2019-05-31 16:23:27,950138,114016560,0,120,65,,https://sra-download.ncbi.nlm.nih.gov/traces/sra34/SRR/008954/SRR9169865,SRX5943732,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854615,SAMN11913718,simple,9606,Homo sapiens,GSM3836008,,,,,,,no,,,,,GEO,SRA892854,,public,131E4EC3861A57DD3032DED77A345073,CD1A0DCE06CF74C9F5AA337976F27AB5
SRR9169866,2019-06-05 16:31:24,2019-05-31 16:21:58,973251,116790120,0,120,67,,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/008954/SRR9169866,SRX5943733,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854616,SAMN11913717,simple,9606,Homo sapiens,GSM3836009,,,,,,,no,,,,,GEO,SRA892854,,public,EF6FBE5D3DF4D515764FE3E1237E961B,01E39015C3E2D33576701CBF12A06A74
SRR9169407,2019-06-05 16:31:24,2019-05-31 16:34:20,1211293,145355160,0,120,82,,https://sra-download.ncbi.nlm.nih.gov/traces/sra34/SRR/008954/SRR9169407,SRX5943734,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854617,SAMN11913346,simple,9606,Homo sapiens,GSM3836370,,,,,,,no,,,,,GEO,SRA892854,,public,50273AB68196B44D7254B4DA3A7AF676,099A2273358CB68A3CDD8D8B5FBC9CA3
SRR9169408,2019-06-05 16:31:24,2019-05-31 16:27:24,232416,27889920,0,120,16,,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/008954/SRR9169408,SRX5943735,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854618,SAMN11913345,simple,9606,Homo sapiens,GSM3836371,,,,,,,no,,,,,GEO,SRA892854,,public,20E55FCECB4A9C825BD32173E6255839,45B6448AA154CF5E10F5E34BDE46B73F
SRR9169409,2019-06-05 16:31:24,2019-05-31 16:33:00,1046565,125587800,0,120,71,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/008954/SRR9169409,SRX5943736,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854619,SAMN11913344,simple,9606,Homo sapiens,GSM3836372,,,,,,,no,,,,,GEO,SRA892854,,public,C7266C217657C0C1E9AB9D267C4C46B4,CCC881783DC33566EF92749627B14C0D
SRR9169410,2019-06-05 16:31:24,2019-05-31 16:32:57,1045707,125484840,0,120,71,,https://sra-download.ncbi.nlm.nih.gov/traces/sra34/SRR/008954/SRR9169410,SRX5943737,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854622,SAMN11913343,simple,9606,Homo sapiens,GSM3836373,,,,,,,no,,,,,GEO,SRA892854,,public,081A259F22E209B49F193873FB929510,FA5DB8427DE02A5B84CD814601C9C583
SRR9169411,2019-06-05 16:31:24,2019-05-31 16:33:29,1104567,132548040,0,120,75,,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/008954/SRR9169411,SRX5943738,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854620,SAMN11913342,simple,9606,Homo sapiens,GSM3836374,,,,,,,no,,,,,GEO,SRA892854,,public,23180D6F2460EFBB49CFC4B416C14EAE,392EB44E1E5245817A6FA2ED1D49FF0F
SRR9169412,2019-06-05 16:31:24,2019-05-31 16:34:16,1064311,127717320,0,120,71,,https://sra-download.ncbi.nlm.nih.gov/traces/sra54/SRR/008954/SRR9169412,SRX5943739,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854621,SAMN11913341,simple,9606,Homo sapiens,GSM3836375,,,,,,,no,,,,,GEO,SRA892854,,public,B4F7DDC98C7E51532DF186F86116FF5C,FEB4D4312973D1C296324492FA57E3E1
SRR9169413,2019-06-05 16:31:24,2019-05-31 16:33:34,1097742,131729040,0,120,74,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9169413/SRR9169413.1,SRX5943740,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP200058,PRJNA545730,,545730,SRS4854623,SAMN11913340,simple,9606,Homo sapiens,GSM3836376,,,,,,,no,,,,,GEO,SRA892854,,public,0DFC883BD72CA70534BFA1361469B718,B949DA8933F6ACF423F7D8DBE13A914C
